Nama Pemohon/Institusi,Emel,No. K/P (baru)/Polis/Tentera/No. Pasport,No. Telefon Bimbit,Declared Income,Savings,Investment (Stocks/Bonds),Gold (grams),Property (number),Profession,Location,Donation Frequency,Average Donation Amount,Fraud Label (Rule-Based)
Ali bin Ahmad,ali.ahmad21@outlook.my,690715-14-7777,019-26955630,10116,46666.53,58908.12,0,0,IT Specialist,Bangsar,8,597.22,Not Fraud
Lim binti Yee Von,lim.yee.von25@outlook.my,740310-51-8624,011-47036781,0,27976.66,0,0,0,Unemployed,Bangsar,8,1170.09,Fraud
Wong bin Ah Meng,wong.ah.meng95@yahoo.com,630112-41-7615,012-84481214,16599.41,57673.88,70142.55,0,0,Accountant,Mont Kiara,5,3358.18,Not Fraud
Amirul bin Khan,amirul.khan35@msn.com,660531-45-8253,018-48792457,14410,24186.39,0,194,4,Teacher,Bangsar,8,2698.61,Not Fraud
Ahmad bin bin Abdullah,ahmad..abdullah62@outlook.my,810119-30-9247,010-4025385,11476.61,47610.94,23276.72,0,1,IT Specialist,Damansara Heights,5,1640.88,Not Fraud
Ali bin Amirul,ali.amirul4@outlook.my,021025-41-6335,018-25140072,6539.18,0,0,0,0,Accountant,Cheras,2,4793.68,Not Fraud
Lee bin Wei Lun,lee.wei.lun75@msn.com,820505-35-2863,011-93273548,8754.42,32496.32,0,0,0,Accountant,Damansara Heights,2,1818.72,Fraud
Siti binti Amirul,siti.amirul41@gmail.com,781126-08-4118,017-4772652,19668,91802.97,0,0,0,Doctor,Bangsar,12,4252.8,Not Fraud
Hafiz bin Muhammad,hafiz.muhammad30@hotmail.com,011228-39-4257,010-75880451,2778.36,33177.89,0,0,0,Retired,Mont Kiara,8,1234.62,Fraud
Ahmad bin Ismail,ahmad.ismail48@outlook.my,770327-09-3081,014-89400282,5864,16235.06,0,0,1,Accountant,Bangsar,6,4555.61,Not Fraud
Hafiz bin Abdullah,hafiz.abdullah98@msn.com,791124-14-3881,010-8308491,4796.96,51187.29,119941.64,0,0,Retired,Cheras,5,4278.28,Not Fraud
Goh binti Jia Yi,goh.jia.yi32@yahoo.com,850814-24-8438,010-01260370,4766.81,34033.29,7445.47,0,4,Retired,Kuala Lumpur City Centre,3,714.66,Not Fraud
Noraini binti Khairul,noraini.khairul54@yahoo.com,660323-51-1716,016-59358510,16838,81564.97,186869.81,337,0,Business Owner,Bangsar,3,3838.32,Not Fraud
Zainab binti Abdullah,zainab.abdullah58@hotmail.com,000117-37-2318,016-95117478,12931.85,60699.84,65259.73,85,0,Accountant,Damansara Heights,7,4911.42,Not Fraud
Lim binti Pei Shan,lim.pei.shan39@gmail.com,710130-16-5836,017-5467155,12294,62678.59,151302.29,0,0,Teacher,Petaling Jaya,10,1050.53,Not Fraud
Ali bin Muhammad,ali.muhammad30@gmail.com,611006-35-1143,012-3441364,6597.24,69887.29,101490.95,0,2,Farmer,Damansara Heights,12,3741.13,Not Fraud
Zainab binti bin Abdullah,zainab..abdullah28@outlook.my,580308-31-9152,013-87387821,28425,0,0,155,5,Engineer,Subang Jaya,8,1475.85,Not Fraud
Lee binti Hui Xin,lee.hui.xin40@hotmail.com,760409-28-6084,012-87267524,11280.19,24537.24,0,0,0,Teacher,Mont Kiara,6,1270.62,Not Fraud
Aishah binti Razak,aishah.razak3@yahoo.com,720129-21-9186,010-61120021,13442.2,13376.49,0,0,0,Teacher,Kuala Lumpur City Centre,6,3502.19,Not Fraud
Ahmad bin Amirul,ahmad.amirul89@yahoo.com,521104-35-2861,019-30937562,5788,72069.12,0,29,0,Sales Manager,Subang Jaya,2,1708.95,Fraud
Saravanan bin Saravanan,saravanan.saravanan75@hotmail.com,530207-23-8839,011-62008798,22835.35,47504.35,0,0,3,Engineer,Cheras,11,2647.86,Not Fraud
Farah binti Hafiz,farah.hafiz11@msn.com,930626-10-6404,017-0719958,10245,63706.51,0,0,0,Doctor,Bangsar,10,3049.18,Not Fraud
Yap binti Shi Hui,yap.shi.hui7@yahoo.com,830515-24-6394,019-5507238,10428,63113.0,162738.31,0,4,Sales Manager,Petaling Jaya,11,2631.08,Not Fraud
Syazwan bin Khan,syazwan.khan29@hotmail.com,870408-23-1089,010-2328815,23393.8,95595.56,171312.06,385,0,Business Owner,Mont Kiara,5,4130.15,Not Fraud
Azizah binti Khan,azizah.khan83@yahoo.com,991219-27-4022,013-34796539,24783,3889.42,188448.57,0,0,Doctor,Subang Jaya,11,2854.74,Not Fraud
Zainab binti Khan,zainab.khan32@gmail.com,840902-01-2328,018-80879979,10514,8414.57,0,380,0,Engineer,Bangsar,2,4889.86,Not Fraud
Hafiz bin Khan,hafiz.khan53@yahoo.com,900612-12-1549,017-3431292,24358.02,13462.84,121024.36,0,2,Doctor,Kuala Lumpur City Centre,5,1642.17,Not Fraud
Ismail bin Ali,ismail.ali6@hotmail.com,690911-23-4211,013-63575314,8465.84,9096.08,11490.53,0,3,Teacher,Damansara Heights,2,2128.41,Not Fraud
Yap binti Mei Ling,yap.mei.ling13@hotmail.com,821101-33-4388,019-6881311,6364.33,0,0,417,0,Retired,Mont Kiara,8,2630.36,Not Fraud
Noraini binti Amirul,noraini.amirul34@outlook.my,610508-32-5378,011-42519420,0.0,0,128067.5,0,0,Unemployed,Kuala Lumpur City Centre,8,1463.75,Fraud
Siti binti Khairul,siti.khairul81@gmail.com,831201-03-2934,017-9346365,27212.48,58032.76,0,243,0,Doctor,Kuala Lumpur City Centre,5,4554.98,Not Fraud
Suresh bin Ganesh,suresh.ganesh10@hotmail.com,840131-50-4187,018-8258202,9605.1,15779.53,8894.22,186,0,Teacher,Cheras,4,2809.91,Not Fraud
Aminah binti bin Abdullah,aminah..abdullah19@msn.com,810304-36-3804,018-4265098,16142.23,0,132951.34,0,0,Sales Manager,Mont Kiara,2,590.56,Not Fraud
Syazwan bin Muhammad,syazwan.muhammad52@yahoo.com,990324-16-3153,016-6463599,14394,0,0,0,0,Accountant,Bangsar,5,2099.91,Not Fraud
Wong binti Shi Hui,wong.shi.hui7@msn.com,931008-26-5202,018-83807401,32305.94,45370.53,169424.41,0,0,Engineer,Mont Kiara,6,189.45,Not Fraud
Tan bin Wei Jie,tan.wei.jie43@msn.com,520606-14-8059,011-9418756,5307,83198.3,165937.17,0,0,Teacher,Bangsar,8,2881.49,Fraud
Ng bin Wei Jie,ng.wei.jie12@yahoo.com,900507-53-4259,013-3939810,10525.33,93866.88,0,298,0,IT Specialist,Damansara Heights,1,3531.85,Not Fraud
Ahmad bin Hafiz,ahmad.hafiz26@hotmail.com,001218-15-9025,017-6170457,1767,1464.77,0,176,2,Retired,Subang Jaya,3,3818.07,Not Fraud
Ong binti Hui Xin,ong.hui.xin33@gmail.com,871230-10-9336,018-8692813,0.0,20379.62,30072.14,45,0,Unemployed,Cheras,8,535.83,Fraud
Ali bin Amirul,ali.amirul59@yahoo.com,961214-26-1373,010-8563278,28689.61,84568.16,148232.63,0,3,Doctor,Damansara Heights,10,4164.97,Not Fraud
Razak bin Khan,razak.khan49@hotmail.com,580420-14-7029,017-3593285,9160.68,17522.0,0,0,0,Farmer,Mont Kiara,9,4966.43,Not Fraud
Farah binti Khairul,farah.khairul95@hotmail.com,980422-50-8662,014-0603479,0.0,0,96729.86,86,0,Unemployed,Cheras,10,373.78,Not Fraud
Devi binti Suresh,devi.suresh33@gmail.com,750131-26-9210,013-64680052,0,28107.5,72559.62,0,0,Unemployed,Subang Jaya,1,1720.62,Fraud
Ong binti Yee Von,ong.yee.von1@outlook.my,600324-14-6716,011-90368148,14097,42831.26,0,0,0,Teacher,Subang Jaya,6,4088.97,Not Fraud
Nur binti bin Abdullah,nur..abdullah22@outlook.my,841015-29-3192,019-2444954,7210.25,0,61782.63,274,0,IT Specialist,Damansara Heights,11,3316.74,Fraud
Hafiz bin Ahmad,hafiz.ahmad7@hotmail.com,050924-07-8109,012-13795503,10485.54,35522.59,132545.32,0,5,Teacher,Kuala Lumpur City Centre,7,3207.14,Not Fraud
Abdullah bin Syazwan,abdullah.syazwan68@yahoo.com,581126-16-2265,016-3312531,11887,38788.48,0,0,0,IT Specialist,Petaling Jaya,10,910.68,Not Fraud
Nur binti Singh,nur.singh58@yahoo.com,791013-28-9060,010-17863361,1979.02,77799.84,0,166,0,Farmer,Cheras,12,2492.49,Fraud
Siti binti Muhammad,siti.muhammad18@gmail.com,030122-52-3496,019-6252959,1890,93415.85,0,0,0,Retired,Petaling Jaya,2,3551.75,Not Fraud
Nur binti binti Abdullah,nur..abdullah13@msn.com,510404-37-3516,017-48733046,10660.0,47946.27,0,7,0,IT Specialist,Damansara Heights,7,375.41,Not Fraud
Abdullah bin Singh,abdullah.singh50@yahoo.com,600901-27-2791,012-39278901,4974.92,31761.02,179515.54,0,0,Retired,Mont Kiara,8,3478.14,Not Fraud
Wong binti Pei Shan,wong.pei.shan89@msn.com,601230-12-9316,014-6242312,17217.71,56056.11,0,0,2,Business Owner,Damansara Heights,7,3061.59,Not Fraud
Noraini binti Singh,noraini.singh69@msn.com,930430-37-1754,010-98333531,6760,0,0,350,0,Sales Manager,Subang Jaya,5,2340.57,Not Fraud
Sharifah binti Amirul,sharifah.amirul57@yahoo.com,551213-03-3992,010-03376381,11050,58526.56,0,66,0,Sales Manager,Bangsar,2,2150.2,Not Fraud
Amirul bin Ismail,amirul.ismail92@gmail.com,530918-37-8993,011-58868666,7121,21524.75,101219.72,493,5,Accountant,Petaling Jaya,8,2394.44,Not Fraud
Ali bin Razak,ali.razak48@hotmail.com,561204-55-8625,017-4894580,9444.41,0,0,194,0,Teacher,Kuala Lumpur City Centre,11,3055.64,Not Fraud
Noraini binti Muhammad,noraini.muhammad63@msn.com,900310-48-9458,018-4441195,0,49646.32,107763.92,282,0,Unemployed,Subang Jaya,4,3146.92,Fraud
Ng binti Hui Xin,ng.hui.xin19@outlook.my,950213-54-8618,017-1274384,28526,37640.09,73775.53,0,0,Doctor,Bangsar,2,2782.53,Not Fraud
Sharifah binti Razak,sharifah.razak71@msn.com,740219-36-1506,017-3605477,37311.02,81888.08,0,0,0,Doctor,Mont Kiara,12,1146.67,Not Fraud
Fatimah binti Abdullah,fatimah.abdullah5@yahoo.com,990412-39-5866,011-25869864,12143.15,88815.94,88527.31,0,0,Accountant,Mont Kiara,9,798.98,Not Fraud
Abdullah bin Ahmad,abdullah.ahmad24@gmail.com,070125-23-7851,010-67132173,3503,0,47773.29,0,2,Retired,Bangsar,3,2072.92,Not Fraud
Lakshmi binti Muthu,lakshmi.muthu57@gmail.com,901012-39-5640,018-23990606,18161.32,0,0,0,4,Doctor,Damansara Heights,6,4257.17,Not Fraud
Aishah binti Singh,aishah.singh45@hotmail.com,501003-23-4318,019-3849935,0.0,64853.76,96604.16,133,0,Unemployed,Kuala Lumpur City Centre,7,2580.34,Fraud
Azizah binti Ismail,azizah.ismail85@yahoo.com,520717-15-3930,011-1426087,11413.71,48010.98,183592.51,0,0,Teacher,Cheras,12,1282.99,Not Fraud
Muhammad bin Amirul,muhammad.amirul18@outlook.my,501202-27-8575,011-93848013,2196.08,3714.88,0,0,0,Retired,Damansara Heights,7,3670.28,Fraud
Sharifah binti binti Abdullah,sharifah..abdullah87@hotmail.com,900909-04-8654,014-09895437,12966,0,0,185,0,Accountant,Petaling Jaya,9,1059.73,Not Fraud
Siti binti Razak,siti.razak15@gmail.com,731008-32-8620,010-73345114,7281,50123.57,4495.51,0,2,Sales Manager,Petaling Jaya,9,3179.12,Not Fraud
Khairul bin Singh,khairul.singh34@outlook.my,960705-25-3757,010-0512901,12210,0,0,0,3,IT Specialist,Subang Jaya,6,812.58,Not Fraud
Fatimah binti bin Abdullah,fatimah..abdullah41@yahoo.com,000229-51-6976,017-5897128,13618,0,132326.61,0,0,IT Specialist,Petaling Jaya,3,313.18,Not Fraud
Tan bin Wei Jie,tan.wei.jie89@msn.com,640709-33-6601,012-6821731,14455,73915.31,0,0,0,Doctor,Subang Jaya,6,782.33,Not Fraud
Nur binti binti Abdullah,nur..abdullah84@msn.com,801012-53-7486,014-28482940,13775.93,36787.47,0,0,5,Teacher,Damansara Heights,10,2740.7,Not Fraud
Aminah binti bin Abdullah,aminah..abdullah90@outlook.my,720307-44-3434,017-71953780,12833,14338.07,180436.18,0,0,Accountant,Petaling Jaya,5,1062.69,Not Fraud
Lim bin Ah Meng,lim.ah.meng78@hotmail.com,681122-57-7801,012-99579100,13495.73,14767.05,0,0,0,Accountant,Mont Kiara,1,3239.88,Not Fraud
Siti binti Ahmad,siti.ahmad57@msn.com,941010-48-7970,013-4372342,18685,54994.53,0,0,0,Doctor,Bangsar,7,2833.4,Not Fraud
Lakshmi binti Saravanan,lakshmi.saravanan68@msn.com,891105-45-3288,016-36277238,0.0,62468.01,157732.37,0,2,Unemployed,Damansara Heights,1,1138.5,Fraud
Lim bin Ah Meng,lim.ah.meng94@hotmail.com,510514-23-2179,017-8508318,7603.58,7902.02,0,0,1,Farmer,Cheras,5,4170.33,Not Fraud
Lee binti Yee Von,lee.yee.von3@hotmail.com,861005-30-1414,012-05078457,0,80235.63,138849.08,136,0,Unemployed,Subang Jaya,5,1615.27,Fraud
Nur binti Abdullah,nur.abdullah20@gmail.com,801111-30-9810,019-5980350,18146.24,62166.82,45404.03,0,0,Accountant,Damansara Heights,2,1343.36,Not Fraud
Lim bin Wei Kang,lim.wei.kang91@yahoo.com,510914-08-3469,013-3085106,11955,64727.18,0,0,0,Business Owner,Petaling Jaya,6,875.45,Fraud
Yap binti Jia Yi,yap.jia.yi93@outlook.my,790521-48-1644,011-9623858,12829,0,0,203,0,Business Owner,Subang Jaya,12,1542.42,Not Fraud
Wong bin Kok Leong,wong.kok.leong73@gmail.com,501016-11-2999,014-6372916,19566.98,41249.95,0,102,0,Engineer,Kuala Lumpur City Centre,4,4021.42,Not Fraud
Nur binti Syazwan,nur.syazwan2@yahoo.com,970514-41-8988,011-36738364,16297.37,7948.21,166191.34,0,0,Engineer,Cheras,3,3311.64,Not Fraud
Farah binti Hafiz,farah.hafiz1@gmail.com,570827-16-7000,013-72168670,21338,0,189465.79,0,0,Doctor,Bangsar,7,3936.34,Not Fraud
Ong bin Wei Kang,ong.wei.kang2@outlook.my,910625-16-9381,018-2024106,0.0,56275.79,0,0,1,Unemployed,Mont Kiara,12,4377.05,Fraud
Revathi binti Mani,revathi.mani75@outlook.my,510118-23-4324,011-7828404,9011,9148.19,171731.0,144,0,Engineer,Petaling Jaya,10,4646.93,Fraud
Nur binti Razak,nur.razak62@msn.com,950902-31-9820,010-38599658,37489.94,0,0,0,2,Doctor,Kuala Lumpur City Centre,7,1045.62,Not Fraud
Azizah binti binti Abdullah,azizah..abdullah25@msn.com,620206-21-6758,019-08028062,5681.33,71011.16,0,137,2,Teacher,Cheras,2,3094.37,Not Fraud
Nur binti Syazwan,nur.syazwan17@outlook.my,710211-36-6206,014-48274130,7449,40253.73,81312.51,467,0,IT Specialist,Subang Jaya,4,1385.35,Not Fraud
Yap bin Ah Meng,yap.ah.meng92@outlook.my,560716-06-7183,013-81599743,0.0,42147.27,143519.36,299,0,Unemployed,Mont Kiara,9,1814.02,Fraud
Fatimah binti Singh,fatimah.singh13@gmail.com,900109-13-9120,019-94937026,0.0,0,0,402,0,Unemployed,Damansara Heights,4,1011.26,Not Fraud
Aminah binti binti Abdullah,aminah..abdullah89@yahoo.com,971211-32-3654,014-17877438,3045.22,0,0,363,3,Farmer,Kuala Lumpur City Centre,8,3256.45,Fraud
Farah binti Ali,farah.ali3@msn.com,950316-34-1316,012-6490204,4201,0,115804.88,433,0,Retired,Petaling Jaya,3,4903.14,Not Fraud
Sharifah binti Abdullah,sharifah.abdullah29@hotmail.com,040608-41-7954,011-6418705,4281,34269.15,0,0,0,Farmer,Bangsar,10,3799.25,Not Fraud
Zainab binti Amirul,zainab.amirul18@yahoo.com,531218-33-6436,013-96034238,12847.18,0,33322.12,227,3,Accountant,Cheras,11,3613.42,Not Fraud
Ismail bin Razak,ismail.razak63@gmail.com,870303-32-4691,011-1651610,8796,0,0,0,0,IT Specialist,Subang Jaya,8,118.74,Not Fraud
Wong binti Xin Yi,wong.xin.yi66@hotmail.com,771126-12-1520,017-2374800,14519.2,19634.64,122471.6,434,1,Sales Manager,Cheras,3,2889.53,Not Fraud
Tan binti Siew Mei,tan.siew.mei27@hotmail.com,870408-22-6154,017-5645967,5814.33,24448.15,34153.42,0,0,Retired,Damansara Heights,3,4576.85,Not Fraud
Ahmad bin Amirul,ahmad.amirul60@gmail.com,840430-22-5077,017-52118892,9619,78774.81,62572.98,133,2,IT Specialist,Petaling Jaya,7,4067.12,Not Fraud
Azizah binti binti Abdullah,azizah..abdullah82@yahoo.com,020417-36-3928,013-6223965,5614,96364.79,142446.55,0,0,Retired,Subang Jaya,12,1882.28,Not Fraud
Razak bin Khairul,razak.khairul96@outlook.my,621223-06-2965,019-45669341,3468,66426.46,147200.93,0,0,Retired,Subang Jaya,11,3976.17,Fraud
Chua bin Kok Leong,chua.kok.leong58@msn.com,880516-49-5385,016-5885759,4050,46878.45,0,0,0,Retired,Bangsar,10,439.21,Not Fraud
Nur binti bin Abdullah,nur..abdullah62@yahoo.com,881217-34-6094,011-0901076,17198.97,1554.12,118681.98,109,5,Doctor,Kuala Lumpur City Centre,10,3493.31,Fraud
Lee bin Kok Leong,lee.kok.leong65@gmail.com,031130-07-7663,016-40176689,8549.12,70756.59,187402.7,15,0,Farmer,Kuala Lumpur City Centre,6,4286.04,Not Fraud
Ahmad bin binti Abdullah,ahmad..abdullah77@outlook.my,790320-16-8123,018-8041204,0,0,110492.14,0,0,Unemployed,Bangsar,1,1813.24,Fraud
Nur binti Abdullah,nur.abdullah66@hotmail.com,010424-52-6710,013-3344759,7415,58909.2,55693.84,464,1,Sales Manager,Bangsar,10,3688.6,Not Fraud
Chua binti Yee Von,chua.yee.von69@gmail.com,830602-09-3446,016-0570170,13935.98,0,79599.52,0,0,Sales Manager,Mont Kiara,11,4050.07,Not Fraud
Sharifah binti Hafiz,sharifah.hafiz24@outlook.my,521106-57-2358,011-90882182,10173,38439.82,146886.82,0,0,Sales Manager,Subang Jaya,12,2522.2,Not Fraud
Yap bin Ah Meng,yap.ah.meng25@gmail.com,631231-26-2093,010-3185927,3778,54756.25,181950.48,0,1,Retired,Petaling Jaya,10,3629.54,Fraud
Ali bin Ali,ali.ali23@yahoo.com,661129-21-5703,019-9897887,14632.28,82858.35,185677.04,373,0,Teacher,Mont Kiara,4,2135.84,Not Fraud
Ahmad bin Ahmad,ahmad.ahmad27@outlook.my,030422-38-4109,016-6321320,0.0,56020.25,154966.99,463,0,Unemployed,Mont Kiara,11,4321.91,Fraud
Aminah binti Syazwan,aminah.syazwan51@outlook.my,830404-10-7062,018-3331053,11405,76425.4,78024.35,0,0,Business Owner,Bangsar,1,4380.91,Not Fraud
Siti binti Razak,siti.razak4@gmail.com,501208-56-8652,017-11975652,7727,90973.81,179514.51,0,0,IT Specialist,Subang Jaya,2,2098.15,Not Fraud
Khairul bin Razak,khairul.razak5@gmail.com,800118-38-7613,018-7763945,2325.01,35926.6,92817.07,0,0,Retired,Kuala Lumpur City Centre,4,2561.9,Fraud
Ng bin Kok Leong,ng.kok.leong22@hotmail.com,991231-37-1565,017-2003765,14430.89,14766.07,185052.27,0,0,Sales Manager,Mont Kiara,4,3940.51,Not Fraud
Azizah binti Muhammad,azizah.muhammad73@outlook.my,620419-43-5266,017-8593847,0.0,9828.29,191620.37,0,4,Unemployed,Mont Kiara,9,2554.54,Fraud
Muhammad bin Syazwan,muhammad.syazwan31@yahoo.com,571019-51-5919,011-29119748,13852,0,0,0,0,Accountant,Petaling Jaya,1,4353.76,Not Fraud
Ahmad bin Muhammad,ahmad.muhammad2@gmail.com,630827-41-1797,011-5104372,11751.06,71890.64,46899.47,0,0,Engineer,Mont Kiara,8,3994.21,Fraud
Wong bin Wei Lun,wong.wei.lun73@hotmail.com,950212-12-4115,010-8851618,6473.91,0,32532.15,0,0,Sales Manager,Cheras,5,4360.54,Not Fraud
Siti binti Syazwan,siti.syazwan58@hotmail.com,771111-33-1726,011-10225656,12814.78,15981.62,0,435,2,Business Owner,Cheras,5,1608.98,Not Fraud
Chua binti Mei Ling,chua.mei.ling87@hotmail.com,800317-08-9344,018-5285867,23103.25,9930.86,0,0,1,Engineer,Kuala Lumpur City Centre,3,476.34,Not Fraud
Noraini binti Khairul,noraini.khairul47@gmail.com,720425-34-5516,016-56584388,4473.06,90801.13,0,0,0,Farmer,Mont Kiara,5,4800.87,Not Fraud
Syazwan bin Ahmad,syazwan.ahmad36@outlook.my,710307-11-9779,017-2553232,0,22586.32,42052.28,0,1,Unemployed,Petaling Jaya,9,1196.37,Fraud
Noraini binti Muhammad,noraini.muhammad91@outlook.my,620701-37-1712,018-6505332,0.0,39686.01,14296.37,249,0,Unemployed,Mont Kiara,10,3655.95,Fraud
Ismail bin Singh,ismail.singh30@outlook.my,550213-06-3403,017-59890953,23679.97,56120.2,166091.82,0,0,Business Owner,Mont Kiara,3,2894.6,Not Fraud
Teoh binti Yee Von,teoh.yee.von60@msn.com,810826-10-3330,010-6219319,12953,51404.93,93969.49,344,0,Engineer,Bangsar,1,1406.3,Not Fraud
Yap bin Wei Jie,yap.wei.jie67@hotmail.com,960518-21-3293,017-7228939,10956,27455.14,175880.46,0,0,Business Owner,Petaling Jaya,5,1503.58,Not Fraud
Aishah binti binti Abdullah,aishah..abdullah78@yahoo.com,580305-03-9660,019-4178197,16298,0,60919.04,0,5,Engineer,Petaling Jaya,2,2035.08,Not Fraud
Ahmad bin Abdullah,ahmad.abdullah47@outlook.my,731018-28-8777,019-20049956,6668.96,8259.9,198762.33,98,3,Sales Manager,Cheras,4,4233.15,Not Fraud
Hafiz bin Muhammad,hafiz.muhammad62@msn.com,760808-27-2107,010-41366002,8350.43,58508.93,159071.3,0,3,Accountant,Mont Kiara,1,2307.22,Not Fraud
Ismail bin Khan,ismail.khan91@hotmail.com,860920-38-3487,012-10081155,26859,95591.76,0,0,2,Doctor,Petaling Jaya,10,3284.77,Not Fraud
Zainab binti bin Abdullah,zainab..abdullah7@outlook.my,790902-06-2638,019-71113657,13026,33056.0,176821.87,0,0,IT Specialist,Bangsar,2,2521.29,Not Fraud
Lim binti Pei Shan,lim.pei.shan5@msn.com,720910-33-3048,011-70691304,14161,14304.64,99970.44,0,2,Sales Manager,Bangsar,1,4644.22,Not Fraud
Noraini binti Syazwan,noraini.syazwan7@gmail.com,900624-54-9118,017-91139769,15212.8,49457.7,11018.68,0,0,IT Specialist,Kuala Lumpur City Centre,1,3777.11,Not Fraud
Abdullah bin Ahmad,abdullah.ahmad11@msn.com,931228-43-2251,019-6229763,6230.01,72318.42,0,0,0,Retired,Mont Kiara,11,866.5,Not Fraud
Hafiz bin Razak,hafiz.razak6@hotmail.com,580701-55-5779,018-2402496,0,0,0,0,0,Unemployed,Bangsar,8,2416.58,Fraud
Revathi binti Saravanan,revathi.saravanan79@outlook.my,780616-13-2918,017-21240014,9805.51,66776.96,194257.58,0,0,Accountant,Cheras,8,2377.73,Not Fraud
Ong binti Mei Ling,ong.mei.ling75@hotmail.com,950217-16-5076,013-9765218,18798,24483.48,63059.18,0,0,Doctor,Petaling Jaya,6,4375.79,Not Fraud
Syazwan bin Hafiz,syazwan.hafiz33@gmail.com,630617-50-6021,011-7008311,20551,0,0,318,0,Doctor,Subang Jaya,9,4576.18,Not Fraud
Khairul bin bin Abdullah,khairul..abdullah52@gmail.com,810220-08-1341,019-9912255,2754,4099.67,194589.4,409,0,Retired,Subang Jaya,2,363.25,Fraud
Aishah binti Amirul,aishah.amirul64@yahoo.com,691202-44-8484,017-4972719,25179,1595.61,5364.41,0,0,Business Owner,Subang Jaya,8,1049.89,Not Fraud
Fatimah binti binti Abdullah,fatimah..abdullah46@gmail.com,800120-29-1100,017-3593251,2470.33,88831.53,92954.63,491,2,Retired,Mont Kiara,6,936.21,Fraud
Aminah binti Ali,aminah.ali75@outlook.my,740221-46-6088,010-8447716,15165.79,80380.2,141115.97,7,5,Sales Manager,Mont Kiara,3,279.77,Not Fraud
Fatimah binti Khan,fatimah.khan34@outlook.my,021113-49-5106,017-22168587,6752.28,55393.01,178280.6,0,0,Farmer,Cheras,2,977.43,Not Fraud
Khairul bin Razak,khairul.razak35@outlook.my,600820-56-6929,016-2078192,9359.41,27940.44,0,13,0,Sales Manager,Cheras,1,422.37,Not Fraud
Noraini binti Ismail,noraini.ismail48@msn.com,840529-45-3692,011-7737427,11750,68236.4,107684.39,0,5,IT Specialist,Subang Jaya,7,2216.03,Not Fraud
Yap bin Kok Leong,yap.kok.leong70@hotmail.com,990427-36-6321,016-6668646,1936.84,0,123647.54,252,0,Retired,Kuala Lumpur City Centre,6,4947.69,Fraud
Lim bin Jia Hao,lim.jia.hao62@yahoo.com,641011-26-4809,011-03698824,16910.49,93313.03,124846.53,411,0,Accountant,Kuala Lumpur City Centre,3,3229.52,Not Fraud
Lee bin Wei Lun,lee.wei.lun44@gmail.com,920608-50-3025,017-1076879,14638.73,89152.33,0,0,2,IT Specialist,Damansara Heights,7,4924.92,Not Fraud
Abdullah bin Ismail,abdullah.ismail23@yahoo.com,921115-02-5667,011-48178430,7903,90690.54,103744.99,427,0,Farmer,Petaling Jaya,7,139.04,Not Fraud
Vanitha binti Arun,vanitha.arun52@msn.com,950819-12-5306,010-0664282,6529.37,89256.14,196658.47,0,2,Farmer,Cheras,10,3442.68,Not Fraud
Khairul bin bin Abdullah,khairul..abdullah56@gmail.com,680828-24-5139,014-7267369,24984,0,0,126,0,Engineer,Subang Jaya,5,4785.53,Not Fraud
Noraini binti Singh,noraini.singh23@hotmail.com,900929-13-2218,017-65553995,16088.75,61666.48,0,59,0,Accountant,Mont Kiara,1,1682.78,Not Fraud
Sharifah binti binti Abdullah,sharifah..abdullah93@hotmail.com,921128-36-2700,019-5239287,13824,71753.43,0,0,0,Business Owner,Petaling Jaya,3,4390.07,Not Fraud
Lim binti Yee Von,lim.yee.von23@gmail.com,680623-29-8262,012-79107907,19485,95131.92,55045.09,0,4,Engineer,Subang Jaya,11,810.26,Not Fraud
Abdullah bin Abdullah,abdullah.abdullah96@outlook.my,690612-27-5057,010-95238495,10129.99,0,66690.04,0,5,Teacher,Kuala Lumpur City Centre,7,1724.27,Not Fraud
Wong bin Ah Meng,wong.ah.meng8@hotmail.com,930102-40-5343,017-61845684,19867,0,42483.9,0,0,Engineer,Subang Jaya,3,3920.97,Not Fraud
Teoh binti Mei Ling,teoh.mei.ling34@outlook.my,881112-08-2278,019-37171281,6581.15,75514.35,72589.23,0,0,Farmer,Cheras,9,2759.02,Not Fraud
Aminah binti Khairul,aminah.khairul31@gmail.com,640203-50-9842,014-10019287,12257,7034.51,0,0,0,Sales Manager,Subang Jaya,7,4960.64,Not Fraud
